"","ID_Buzzard","sex","year","min_age","laying_date","max_age","age","Hellmann_winter","NAO_winter","voleMarch","Hellmann_cat","NAO_cat","btw_ind_avg_age","wth_ind_age_cen"
"586",290,1,2003,5,88,7,"young",80.1,0,0,"Medium","Positive",3.85714285714286,1.14285714285714
"587",290,1,2001,3,78,7,"young",27.7,-0.41,12,"Low","Negative",3.85714285714286,-0.857142857142857
"588",290,1,2001,3,86,7,"young",27.7,-0.41,12,"Low","Negative",3.85714285714286,-0.857142857142857
"589",290,1,2000,2,81,7,"young",3.6,1.07,10,"Low","Positive",3.85714285714286,-1.85714285714286
"590",290,1,1999,1,88,7,"young",47.7,0.38,37,"Low","Positive",3.85714285714286,-2.85714285714286
"591",301,2,2008,10,91,10,"old",20.3,0.52,18,"Low","Positive",10,0
"592",302,2,2012,14,107,14,"old",88.4,1.35,22,"Medium","Positive",11.1666666666667,2.83333333333333
"593",302,2,2011,13,104,14,"old",80.6,-0.61,0,"Medium","Negative",11.1666666666667,1.83333333333333
"594",302,2,2010,12,100,14,"old",94.7,-1.18,28,"Medium","Negative",11.1666666666667,0.833333333333334
"595",302,2,2009,11,107,14,"old",56.5,0,0,"Medium","Positive",11.1666666666667,-0.166666666666666
"596",302,2,2007,9,107,14,"old",4.8,0.59,36,"Low","Positive",11.1666666666667,-2.16666666666667
"597",302,2,2006,8,109,14,"old",31.5,-0.25,0,"Low","Negative",11.1666666666667,-3.16666666666667
"598",303,1,2015,17,93,17,"old",7.8,1.42,38,"Low","Positive",12.5,4.5
"599",303,1,2014,16,99,17,"old",0,0.86,21,"Low","Positive",12.5,3.5
"600",303,1,2012,14,107,17,"old",88.4,1.35,22,"Medium","Positive",12.5,1.5
"601",303,1,2011,13,104,17,"old",80.6,-0.61,0,"Medium","Negative",12.5,0.5
"602",303,1,2010,12,100,17,"old",94.7,-1.18,28,"Medium","Negative",12.5,-0.5
"603",303,1,2009,11,107,17,"old",56.5,0,0,"Medium","Positive",12.5,-1.5
"604",303,1,2007,9,107,17,"old",4.8,0.59,36,"Low","Positive",12.5,-3.5
"605",303,1,2006,8,109,17,"old",31.5,-0.25,0,"Low","Negative",12.5,-4.5
"606",304,2,2006,8,101,8,"old",31.5,-0.25,0,"Low","Negative",8,0
"607",305,1,2001,3,90,3,"young",27.7,-0.41,12,"Low","Negative",2.5,0.5
"608",305,1,2000,2,110,3,"young",3.6,1.07,10,"Low","Positive",2.5,-0.5
"609",306,2,2015,16,94,16,"old",7.8,1.42,38,"Low","Positive",11.75,4.25
"610",306,2,2014,15,91,16,"old",0,0.86,21,"Low","Positive",11.75,3.25
"611",306,2,2012,13,96,16,"old",88.4,1.35,22,"Medium","Positive",11.75,1.25
"612",306,2,2011,12,103,16,"old",80.6,-0.61,0,"Medium","Negative",11.75,0.25
"613",306,2,2010,11,105,16,"old",94.7,-1.18,28,"Medium","Negative",11.75,-0.75
"614",306,2,2009,10,93,16,"old",56.5,0,0,"Medium","Positive",11.75,-1.75
"615",306,2,2008,9,98,16,"old",20.3,0.52,18,"Low","Positive",11.75,-2.75
"616",306,2,2007,8,95,16,"old",4.8,0.59,36,"Low","Positive",11.75,-3.75
"617",307,1,2015,15,94,15,"old",7.8,1.42,38,"Low","Positive",11.2857142857143,3.71428571428571
"618",307,1,2014,14,91,15,"old",0,0.86,21,"Low","Positive",11.2857142857143,2.71428571428571
"619",307,1,2012,12,96,15,"old",88.4,1.35,22,"Medium","Positive",11.2857142857143,0.714285714285714
"620",307,1,2011,11,103,15,"old",80.6,-0.61,0,"Medium","Negative",11.2857142857143,-0.285714285714286
"621",307,1,2010,10,105,15,"old",94.7,-1.18,28,"Medium","Negative",11.2857142857143,-1.28571428571429
"622",307,1,2009,9,93,15,"old",56.5,0,0,"Medium","Positive",11.2857142857143,-2.28571428571429
"623",307,1,2008,8,98,15,"old",20.3,0.52,18,"Low","Positive",11.2857142857143,-3.28571428571429
"624",308,2,2013,10,112,10,"old",73.2,-0.42,1,"Medium","Negative",9,1
"625",308,2,2012,9,92,10,"old",88.4,1.35,22,"Medium","Positive",9,0
"626",308,2,2011,8,99,10,"old",80.6,-0.61,0,"Medium","Negative",9,-1
"627",309,2,2015,15,90,15,"old",7.8,1.42,38,"Low","Positive",12,3
"628",309,2,2014,14,91,15,"old",0,0.86,21,"Low","Positive",12,2
"629",309,2,2012,12,95,15,"old",88.4,1.35,22,"Medium","Positive",12,0
"630",309,2,2010,10,96,15,"old",94.7,-1.18,28,"Medium","Negative",12,-2
"631",309,2,2009,9,104,15,"old",56.5,0,0,"Medium","Positive",12,-3
"632",310,2,2015,17,94,17,"old",7.8,1.42,38,"Low","Positive",13.1428571428571,3.85714285714286
"633",310,2,2014,16,90,17,"old",0,0.86,21,"Low","Positive",13.1428571428571,2.85714285714286
"634",310,2,2012,14,103,17,"old",88.4,1.35,22,"Medium","Positive",13.1428571428571,0.857142857142858
"635",310,2,2011,13,100,17,"old",80.6,-0.61,0,"Medium","Negative",13.1428571428571,-0.142857142857142
"636",310,2,2010,12,96,17,"old",94.7,-1.18,28,"Medium","Negative",13.1428571428571,-1.14285714285714
"637",310,2,2009,11,101,17,"old",56.5,0,0,"Medium","Positive",13.1428571428571,-2.14285714285714
"638",310,2,2007,9,102,17,"old",4.8,0.59,36,"Low","Positive",13.1428571428571,-4.14285714285714
"639",311,2,2001,2,103,2,"young",27.7,-0.41,12,"Low","Negative",2,0
"640",312,1,2001,2,103,2,"young",27.7,-0.41,12,"Low","Negative",2,0
"641",313,2,2003,4,111,4,"young",80.1,0,0,"Medium","Positive",2.5,1.5
"642",313,2,2000,1,104,4,"young",3.6,1.07,10,"Low","Positive",2.5,-1.5
"643",314,1,2003,4,111,4,"young",80.1,0,0,"Medium","Positive",2.5,1.5
"644",314,1,2000,1,104,4,"young",3.6,1.07,10,"Low","Positive",2.5,-1.5
"645",315,1,2008,10,90,10,"old",20.3,0.52,18,"Low","Positive",9.5,0.5
"646",315,1,2007,9,92,10,"old",4.8,0.59,36,"Low","Positive",9.5,-0.5
"647",316,1,2015,16,81,16,"old",7.8,1.42,38,"Low","Positive",12,4
"648",316,1,2014,15,84,16,"old",0,0.86,21,"Low","Positive",12,3
"649",316,1,2013,14,91,16,"old",73.2,-0.42,1,"Medium","Negative",12,2
"650",316,1,2012,13,86,16,"old",88.4,1.35,22,"Medium","Positive",12,1
"651",316,1,2011,12,86,16,"old",80.6,-0.61,0,"Medium","Negative",12,0
"652",316,1,2010,11,87,16,"old",94.7,-1.18,28,"Medium","Negative",12,-1
"653",316,1,2009,10,87,16,"old",56.5,0,0,"Medium","Positive",12,-2
"654",316,1,2008,9,88,16,"old",20.3,0.52,18,"Low","Positive",12,-3
"655",316,1,2007,8,89,16,"old",4.8,0.59,36,"Low","Positive",12,-4
"656",317,1,1998,1,99,1,"young",19.3,-0.14,0,"Low","Negative",1,0
"657",318,1,2000,1,111,1,"young",3.6,1.07,10,"Low","Positive",1,0
"658",319,2,1997,2,103,2,"young",131.6,0.14,10,"High","Positive",2,0
"659",320,1,2000,5,99,5,"young",3.6,1.07,10,"Low","Positive",3.33333333333333,1.66666666666667
"660",320,1,1998,3,102,5,"young",19.3,-0.14,0,"Low","Negative",3.33333333333333,-0.333333333333333
"661",320,1,1997,2,103,5,"young",131.6,0.14,10,"High","Positive",3.33333333333333,-1.33333333333333
"662",322,2,1998,3,92,3,"young",19.3,-0.14,0,"Low","Negative",2,1
"663",322,2,1996,1,107,3,"young",150.5,-0.7,7,"High","Negative",2,-1
"664",323,1,1998,3,92,3,"young",19.3,-0.14,0,"Low","Negative",2,1
"665",323,1,1996,1,107,3,"young",150.5,-0.7,7,"High","Negative",2,-1
"666",324,1,1996,1,89,1,"young",150.5,-0.7,7,"High","Negative",1,0
"667",325,1,2015,15,94,15,"old",7.8,1.42,38,"Low","Positive",11.8333333333333,3.16666666666667
"668",325,1,2014,14,90,15,"old",0,0.86,21,"Low","Positive",11.8333333333333,2.16666666666667
"669",325,1,2012,12,103,15,"old",88.4,1.35,22,"Medium","Positive",11.8333333333333,0.166666666666666
"670",325,1,2011,11,100,15,"old",80.6,-0.61,0,"Medium","Negative",11.8333333333333,-0.833333333333334
"671",325,1,2010,10,96,15,"old",94.7,-1.18,28,"Medium","Negative",11.8333333333333,-1.83333333333333
"672",325,1,2009,9,101,15,"old",56.5,0,0,"Medium","Positive",11.8333333333333,-2.83333333333333
"673",327,2,1998,3,98,3,"young",19.3,-0.14,0,"Low","Negative",2,1
"674",327,2,1996,1,89,3,"young",150.5,-0.7,7,"High","Negative",2,-1
"675",328,2,2015,16,99,16,"old",7.8,1.42,38,"Low","Positive",11.75,4.25
"676",328,2,2014,15,92,16,"old",0,0.86,21,"Low","Positive",11.75,3.25
"677",328,2,2012,13,103,16,"old",88.4,1.35,22,"Medium","Positive",11.75,1.25
"678",328,2,2011,12,104,16,"old",80.6,-0.61,0,"Medium","Negative",11.75,0.25
"679",328,2,2010,11,96,16,"old",94.7,-1.18,28,"Medium","Negative",11.75,-0.75
"680",328,2,2009,10,104,16,"old",56.5,0,0,"Medium","Positive",11.75,-1.75
"681",328,2,2008,9,108,16,"old",20.3,0.52,18,"Low","Positive",11.75,-2.75
"682",328,2,2007,8,104,16,"old",4.8,0.59,36,"Low","Positive",11.75,-3.75
"683",329,2,2007,7,96,7,"young",4.8,0.59,36,"Low","Positive",4.6,2.4
"684",329,2,2006,6,103,7,"young",31.5,-0.25,0,"Low","Negative",4.6,1.4
"685",329,2,2005,5,100,7,"young",32.4,0.31,32,"Low","Positive",4.6,0.4
"686",329,2,2004,4,115,7,"young",16.3,0.42,9,"Low","Positive",4.6,-0.6
"687",329,2,2001,1,89,7,"young",27.7,-0.41,12,"Low","Negative",4.6,-3.6
"688",330,1,2014,14,88,14,"old",0,0.86,21,"Low","Positive",11,3
"689",330,1,2013,13,100,14,"old",73.2,-0.42,1,"Medium","Negative",11,2
"690",330,1,2012,12,90,14,"old",88.4,1.35,22,"Medium","Positive",11,1
"691",330,1,2011,11,93,14,"old",80.6,-0.61,0,"Medium","Negative",11,0
"692",330,1,2010,10,93,14,"old",94.7,-1.18,28,"Medium","Negative",11,-1
"693",330,1,2009,9,101,14,"old",56.5,0,0,"Medium","Positive",11,-2
"694",330,1,2008,8,105,14,"old",20.3,0.52,18,"Low","Positive",11,-3
"695",334,2,2001,2,105,2,"young",27.7,-0.41,12,"Low","Negative",2,0
"696",335,1,2001,1,105,1,"young",27.7,-0.41,12,"Low","Negative",1,0
"697",343,1,2005,5,107,5,"young",32.4,0.31,32,"Low","Positive",4.5,0.5
"698",343,1,2004,4,115,5,"young",16.3,0.42,9,"Low","Positive",4.5,-0.5
"699",345,1,2014,14,95,14,"old",0,0.86,21,"Low","Positive",11.3333333333333,2.66666666666667
"700",345,1,2013,13,105,14,"old",73.2,-0.42,1,"Medium","Negative",11.3333333333333,1.66666666666667
"701",345,1,2012,12,95,14,"old",88.4,1.35,22,"Medium","Positive",11.3333333333333,0.666666666666666
"702",345,1,2011,11,100,14,"old",80.6,-0.61,0,"Medium","Negative",11.3333333333333,-0.333333333333334
"703",345,1,2010,10,98,14,"old",94.7,-1.18,28,"Medium","Negative",11.3333333333333,-1.33333333333333
"704",345,1,2008,8,99,14,"old",20.3,0.52,18,"Low","Positive",11.3333333333333,-3.33333333333333
"705",347,1,2003,3,96,3,"young",80.1,0,0,"Medium","Positive",3,0
"706",348,1,2003,3,93,3,"young",80.1,0,0,"Medium","Positive",2,1
"707",348,1,2001,1,101,3,"young",27.7,-0.41,12,"Low","Negative",2,-1
"708",349,1,2001,1,89,1,"young",27.7,-0.41,12,"Low","Negative",1,0
"709",350,2,2001,1,94,1,"young",27.7,-0.41,12,"Low","Negative",1,0
"710",351,2,2005,5,101,5,"young",32.4,0.31,32,"Low","Positive",3,2
"711",351,2,2003,3,113,5,"young",80.1,0,0,"Medium","Positive",3,0
"712",351,2,2001,1,108,5,"young",27.7,-0.41,12,"Low","Negative",3,-2
"713",352,2,2015,3,99,3,"young",7.8,1.42,38,"Low","Positive",2,1
"714",352,2,2014,2,84,3,"young",0,0.86,21,"Low","Positive",2,0
"715",352,1,2001,1,108,3,"young",27.7,-0.41,12,"Low","Negative",2,-1
"716",354,2,2014,12,101,12,"old",0,0.86,21,"Low","Positive",10.5,1.5
"717",354,2,2013,11,111,12,"old",73.2,-0.42,1,"Medium","Negative",10.5,0.5
"718",354,2,2012,10,104,12,"old",88.4,1.35,22,"Medium","Positive",10.5,-0.5
"719",354,2,2011,9,107,12,"old",80.6,-0.61,0,"Medium","Negative",10.5,-1.5
"720",355,1,2014,12,91,12,"old",0,0.86,21,"Low","Positive",10.25,1.75
"721",355,1,2013,11,114,12,"old",73.2,-0.42,1,"Medium","Negative",10.25,0.75
"722",355,1,2012,10,95,12,"old",88.4,1.35,22,"Medium","Positive",10.25,-0.25
"723",355,1,2010,8,98,12,"old",94.7,-1.18,28,"Medium","Negative",10.25,-2.25
"724",356,2,2015,13,96,13,"old",7.8,1.42,38,"Low","Positive",10.5,2.5
"725",356,2,2014,12,97,13,"old",0,0.86,21,"Low","Positive",10.5,1.5
"726",356,2,2013,11,106,13,"old",73.2,-0.42,1,"Medium","Negative",10.5,0.5
"727",356,2,2012,10,100,13,"old",88.4,1.35,22,"Medium","Positive",10.5,-0.5
"728",356,2,2011,9,105,13,"old",80.6,-0.61,0,"Medium","Negative",10.5,-1.5
"729",356,2,2010,8,97,13,"old",94.7,-1.18,28,"Medium","Negative",10.5,-2.5
"730",357,1,2009,7,104,7,"young",56.5,0,0,"Medium","Positive",3.4,3.6
"731",357,1,2006,4,104,7,"young",31.5,-0.25,0,"Low","Negative",3.4,0.6
"732",357,1,2005,3,100,7,"young",32.4,0.31,32,"Low","Positive",3.4,-0.4
"733",357,1,2004,2,98,7,"young",16.3,0.42,9,"Low","Positive",3.4,-1.4
"734",357,1,2003,1,97,7,"young",80.1,0,0,"Medium","Positive",3.4,-2.4
"735",358,1,2011,11,101,11,"old",80.6,-0.61,0,"Medium","Negative",11,0
"736",362,2,2015,13,98,13,"old",7.8,1.42,38,"Low","Positive",10.5,2.5
"737",362,2,2014,12,90,13,"old",0,0.86,21,"Low","Positive",10.5,1.5
"738",362,2,2013,11,124,13,"old",73.2,-0.42,1,"Medium","Negative",10.5,0.5
"739",362,2,2012,10,84,13,"old",88.4,1.35,22,"Medium","Positive",10.5,-0.5
"740",362,2,2011,9,92,13,"old",80.6,-0.61,0,"Medium","Negative",10.5,-1.5
"741",362,2,2010,8,91,13,"old",94.7,-1.18,28,"Medium","Negative",10.5,-2.5
"742",364,2,2012,15,101,15,"old",88.4,1.35,22,"Medium","Positive",13,2
"743",364,2,2011,14,97,15,"old",80.6,-0.61,0,"Medium","Negative",13,1
"744",364,2,2009,12,102,15,"old",56.5,0,0,"Medium","Positive",13,-1
"745",364,2,2008,11,107,15,"old",20.3,0.52,18,"Low","Positive",13,-2
"746",365,1,2008,11,107,11,"old",20.3,0.52,18,"Low","Positive",11,0
"747",366,2,2012,10,100,10,"old",88.4,1.35,22,"Medium","Positive",9.5,0.5
"748",366,2,2011,9,97,10,"old",80.6,-0.61,0,"Medium","Negative",9.5,-0.5
"749",367,1,2004,2,102,2,"young",16.3,0.42,9,"Low","Positive",1.66666666666667,0.333333333333333
"750",367,1,2004,2,105,2,"young",16.3,0.42,9,"Low","Positive",1.66666666666667,0.333333333333333
"751",367,1,2003,1,96,2,"young",80.1,0,0,"Medium","Positive",1.66666666666667,-0.666666666666667
"752",368,2,2003,1,130,1,"young",80.1,0,0,"Medium","Positive",1,0
"753",369,1,2003,1,130,1,"young",80.1,0,0,"Medium","Positive",1,0
"754",370,2,2015,13,93,13,"old",7.8,1.42,38,"Low","Positive",10.8,2.2
"755",370,2,2014,12,95,13,"old",0,0.86,21,"Low","Positive",10.8,1.2
"756",370,2,2013,11,118,13,"old",73.2,-0.42,1,"Medium","Negative",10.8,0.199999999999999
"757",370,2,2012,10,94,13,"old",88.4,1.35,22,"Medium","Positive",10.8,-0.800000000000001
"758",370,2,2010,8,97,13,"old",94.7,-1.18,28,"Medium","Negative",10.8,-2.8
"759",374,2,2015,13,93,13,"old",7.8,1.42,38,"Low","Positive",10.8571428571429,2.14285714285714
"760",374,2,2015,13,102,13,"old",7.8,1.42,38,"Low","Positive",10.8571428571429,2.14285714285714
"761",374,2,2014,12,91,13,"old",0,0.86,21,"Low","Positive",10.8571428571429,1.14285714285714
"762",374,2,2013,11,93,13,"old",73.2,-0.42,1,"Medium","Negative",10.8571428571429,0.142857142857142
"763",374,2,2012,10,91,13,"old",88.4,1.35,22,"Medium","Positive",10.8571428571429,-0.857142857142858
"764",374,2,2011,9,93,13,"old",80.6,-0.61,0,"Medium","Negative",10.8571428571429,-1.85714285714286
"765",374,2,2010,8,96,13,"old",94.7,-1.18,28,"Medium","Negative",10.8571428571429,-2.85714285714286
"766",378,2,2009,7,97,7,"young",56.5,0,0,"Medium","Positive",4.4,2.6
"767",378,2,2008,6,99,7,"young",20.3,0.52,18,"Low","Positive",4.4,1.6
"768",378,2,2007,5,96,7,"young",4.8,0.59,36,"Low","Positive",4.4,0.6
"769",378,2,2005,3,96,7,"young",32.4,0.31,32,"Low","Positive",4.4,-1.4
"770",378,2,2003,1,109,7,"young",80.1,0,0,"Medium","Positive",4.4,-3.4
"771",379,1,2012,10,100,10,"old",88.4,1.35,22,"Medium","Positive",9.5,0.5
"772",379,1,2011,9,97,10,"old",80.6,-0.61,0,"Medium","Negative",9.5,-0.5
"773",380,2,2012,10,101,10,"old",88.4,1.35,22,"Medium","Positive",9.5,0.5
"774",380,2,2011,9,107,10,"old",80.6,-0.61,0,"Medium","Negative",9.5,-0.5
"775",381,2,2007,5,96,5,"young",4.8,0.59,36,"Low","Positive",3,2
"776",381,2,2005,3,90,5,"young",32.4,0.31,32,"Low","Positive",3,0
"777",381,2,2003,1,101,5,"young",80.1,0,0,"Medium","Positive",3,-2
"778",382,2,2004,2,96,2,"young",16.3,0.42,9,"Low","Positive",1.5,0.5
"779",382,2,2003,1,107,2,"young",80.1,0,0,"Medium","Positive",1.5,-0.5
"780",383,1,2004,2,96,2,"young",16.3,0.42,9,"Low","Positive",1.5,0.5
"781",383,1,2003,1,107,2,"young",80.1,0,0,"Medium","Positive",1.5,-0.5
"782",384,2,2004,2,108,2,"young",16.3,0.42,9,"Low","Positive",1.5,0.5
"783",384,2,2003,1,100,2,"young",80.1,0,0,"Medium","Positive",1.5,-0.5
"784",385,2,2015,13,96,13,"old",7.8,1.42,38,"Low","Positive",12.5,0.5
"785",385,2,2014,12,86,13,"old",0,0.86,21,"Low","Positive",12.5,-0.5
"786",388,1,2015,15,90,15,"old",7.8,1.42,38,"Low","Positive",12,3
"787",388,1,2014,14,91,15,"old",0,0.86,21,"Low","Positive",12,2
"788",388,1,2012,12,95,15,"old",88.4,1.35,22,"Medium","Positive",12,0
"789",388,1,2010,10,96,15,"old",94.7,-1.18,28,"Medium","Negative",12,-2
"790",388,1,2009,9,104,15,"old",56.5,0,0,"Medium","Positive",12,-3
"791",389,1,2014,12,86,12,"old",0,0.86,21,"Low","Positive",10,2
"792",389,1,2013,11,104,12,"old",73.2,-0.42,1,"Medium","Negative",10,1
"793",389,1,2012,10,86,12,"old",88.4,1.35,22,"Medium","Positive",10,0
"794",389,1,2011,9,85,12,"old",80.6,-0.61,0,"Medium","Negative",10,-1
"795",389,1,2010,8,95,12,"old",94.7,-1.18,28,"Medium","Negative",10,-2
"796",401,2,2015,12,89,12,"old",7.8,1.42,38,"Low","Positive",10,2
"797",401,2,2014,11,95,12,"old",0,0.86,21,"Low","Positive",10,1
"798",401,2,2012,9,94,12,"old",88.4,1.35,22,"Medium","Positive",10,-1
"799",401,2,2011,8,98,12,"old",80.6,-0.61,0,"Medium","Negative",10,-2
"800",402,1,2015,11,75,11,"old",7.8,1.42,38,"Low","Positive",10,1
"801",402,1,2014,10,78,11,"old",0,0.86,21,"Low","Positive",10,0
"802",402,1,2013,9,104,11,"old",73.2,-0.42,1,"Medium","Negative",10,-1
"803",404,2,2010,12,89,12,"old",94.7,-1.18,28,"Medium","Negative",12,0
"804",405,1,1999,1,121,1,"young",47.7,0.38,37,"Low","Positive",1,0
"805",407,1,2015,17,93,17,"old",7.8,1.42,38,"Low","Positive",12.8,4.2
"806",407,1,2014,16,101,17,"old",0,0.86,21,"Low","Positive",12.8,3.2
"807",407,1,2014,16,101,17,"old",0,0.86,21,"Low","Positive",12.8,3.2
"808",407,1,2013,15,111,17,"old",73.2,-0.42,1,"Medium","Negative",12.8,2.2
"809",407,1,2012,14,104,17,"old",88.4,1.35,22,"Medium","Positive",12.8,1.2
"810",407,1,2011,13,107,17,"old",80.6,-0.61,0,"Medium","Negative",12.8,0.199999999999999
"811",407,1,2008,10,105,17,"old",20.3,0.52,18,"Low","Positive",12.8,-2.8
"812",407,1,2008,10,112,17,"old",20.3,0.52,18,"Low","Positive",12.8,-2.8
"813",407,1,2007,9,113,17,"old",4.8,0.59,36,"Low","Positive",12.8,-3.8
"814",407,1,2006,8,107,17,"old",31.5,-0.25,0,"Low","Negative",12.8,-4.8
"815",409,2,2008,3,96,3,"young",20.3,0.52,18,"Low","Positive",2,1
"816",409,2,2006,1,99,3,"young",31.5,-0.25,0,"Low","Negative",2,-1
"817",410,1,2008,5,96,5,"young",20.3,0.52,18,"Low","Positive",3,2
"818",410,1,2006,3,99,5,"young",31.5,-0.25,0,"Low","Negative",3,0
"819",410,1,2004,1,104,5,"young",16.3,0.42,9,"Low","Positive",3,-2
"820",411,2,2007,4,90,4,"young",4.8,0.59,36,"Low","Positive",3,1
"821",411,2,2006,3,94,4,"young",31.5,-0.25,0,"Low","Negative",3,0
"822",411,2,2005,2,90,4,"young",32.4,0.31,32,"Low","Positive",3,-1
"823",412,1,2008,5,98,5,"young",20.3,0.52,18,"Low","Positive",3.5,1.5
"824",412,1,2007,4,90,5,"young",4.8,0.59,36,"Low","Positive",3.5,0.5
"825",412,1,2006,3,94,5,"young",31.5,-0.25,0,"Low","Negative",3.5,-0.5
"826",412,1,2005,2,90,5,"young",32.4,0.31,32,"Low","Positive",3.5,-1.5
"827",413,2,1999,1,88,1,"young",47.7,0.38,37,"Low","Positive",1,0
"828",414,1,2009,11,94,11,"old",56.5,0,0,"Medium","Positive",11,0
"829",417,1,2015,17,86,17,"old",7.8,1.42,38,"Low","Positive",13.6666666666667,3.33333333333333
"830",417,1,2014,16,82,17,"old",0,0.86,21,"Low","Positive",13.6666666666667,2.33333333333333
"831",417,1,2014,16,109,17,"old",0,0.86,21,"Low","Positive",13.6666666666667,2.33333333333333
"832",417,1,2013,15,108,17,"old",73.2,-0.42,1,"Medium","Negative",13.6666666666667,1.33333333333333
"833",417,1,2012,14,85,17,"old",88.4,1.35,22,"Medium","Positive",13.6666666666667,0.333333333333334
"834",417,1,2011,13,93,17,"old",80.6,-0.61,0,"Medium","Negative",13.6666666666667,-0.666666666666666
"835",417,1,2010,12,88,17,"old",94.7,-1.18,28,"Medium","Negative",13.6666666666667,-1.66666666666667
"836",417,1,2009,11,92,17,"old",56.5,0,0,"Medium","Positive",13.6666666666667,-2.66666666666667
"837",417,1,2007,9,78,17,"old",4.8,0.59,36,"Low","Positive",13.6666666666667,-4.66666666666667
"838",418,2,1999,1,101,1,"young",47.7,0.38,37,"Low","Positive",1,0
"839",419,1,1999,1,101,1,"young",47.7,0.38,37,"Low","Positive",1,0
"840",420,1,2010,1,89,1,"young",94.7,-1.18,28,"Medium","Negative",1,0
"841",422,1,2014,10,95,10,"old",0,0.86,21,"Low","Positive",9,1
"842",422,1,2013,9,118,10,"old",73.2,-0.42,1,"Medium","Negative",9,0
"843",422,1,2012,8,94,10,"old",88.4,1.35,22,"Medium","Positive",9,-1
"844",423,2,2005,1,102,1,"young",32.4,0.31,32,"Low","Positive",1,0
"845",424,2,2009,5,96,5,"young",56.5,0,0,"Medium","Positive",3.66666666666667,1.33333333333333
"846",424,2,2008,4,98,5,"young",20.3,0.52,18,"Low","Positive",3.66666666666667,0.333333333333333
"847",424,2,2006,2,101,5,"young",31.5,-0.25,0,"Low","Negative",3.66666666666667,-1.66666666666667
"848",425,1,2009,5,96,5,"young",56.5,0,0,"Medium","Positive",3.66666666666667,1.33333333333333
"849",425,1,2008,4,98,5,"young",20.3,0.52,18,"Low","Positive",3.66666666666667,0.333333333333333
"850",425,1,2006,2,101,5,"young",31.5,-0.25,0,"Low","Negative",3.66666666666667,-1.66666666666667
"851",426,2,2012,8,91,8,"old",88.4,1.35,22,"Medium","Positive",8,0
"852",427,1,2009,5,93,5,"young",56.5,0,0,"Medium","Positive",3,2
"853",427,1,2008,4,89,5,"young",20.3,0.52,18,"Low","Positive",3,1
"854",427,1,2007,3,90,5,"young",4.8,0.59,36,"Low","Positive",3,0
"855",427,1,2006,2,102,5,"young",31.5,-0.25,0,"Low","Negative",3,-1
"856",427,1,2005,1,107,5,"young",32.4,0.31,32,"Low","Positive",3,-2
"857",428,2,2008,4,90,4,"young",20.3,0.52,18,"Low","Positive",4,0
"858",430,2,2005,1,90,1,"young",32.4,0.31,32,"Low","Positive",1,0
"859",431,1,2005,1,90,1,"young",32.4,0.31,32,"Low","Positive",1,0
"860",433,1,2015,11,105,11,"old",7.8,1.42,38,"Low","Positive",9.5,1.5
"861",433,1,2014,10,97,11,"old",0,0.86,21,"Low","Positive",9.5,0.5
"862",433,1,2013,9,117,11,"old",73.2,-0.42,1,"Medium","Negative",9.5,-0.5
"863",433,1,2012,8,95,11,"old",88.4,1.35,22,"Medium","Positive",9.5,-1.5
"864",436,2,2012,8,87,8,"old",88.4,1.35,22,"Medium","Positive",8,0
"865",437,1,2014,10,97,10,"old",0,0.86,21,"Low","Positive",9,1
"866",437,1,2012,8,85,10,"old",88.4,1.35,22,"Medium","Positive",9,-1
"867",438,2,2005,1,92,1,"young",32.4,0.31,32,"Low","Positive",1,0
"868",439,1,2007,3,86,3,"young",4.8,0.59,36,"Low","Positive",2,1
"869",439,1,2006,2,93,3,"young",31.5,-0.25,0,"Low","Negative",2,0
"870",439,1,2005,1,92,3,"young",32.4,0.31,32,"Low","Positive",2,-1
"871",440,2,2014,10,89,10,"old",0,0.86,21,"Low","Positive",9,1
"872",440,2,2012,8,113,10,"old",88.4,1.35,22,"Medium","Positive",9,-1
"873",442,2,2015,11,85,11,"old",7.8,1.42,38,"Low","Positive",9.5,1.5
"874",442,2,2014,10,86,11,"old",0,0.86,21,"Low","Positive",9.5,0.5
"875",442,2,2013,9,104,11,"old",73.2,-0.42,1,"Medium","Negative",9.5,-0.5
"876",442,2,2012,8,86,11,"old",88.4,1.35,22,"Medium","Positive",9.5,-1.5
"877",443,1,2015,11,85,11,"old",7.8,1.42,38,"Low","Positive",9.5,1.5
"878",443,1,2014,10,86,11,"old",0,0.86,21,"Low","Positive",9.5,0.5
"879",443,1,2013,9,104,11,"old",73.2,-0.42,1,"Medium","Negative",9.5,-0.5
"880",443,1,2012,8,86,11,"old",88.4,1.35,22,"Medium","Positive",9.5,-1.5
"881",444,2,2006,2,93,2,"young",31.5,-0.25,0,"Low","Negative",1.5,0.5
"882",444,2,2005,1,91,2,"young",32.4,0.31,32,"Low","Positive",1.5,-0.5
"883",445,1,2006,2,93,2,"young",31.5,-0.25,0,"Low","Negative",1.5,0.5
"884",445,1,2005,1,91,2,"young",32.4,0.31,32,"Low","Positive",1.5,-0.5
"885",446,2,2007,3,99,3,"young",4.8,0.59,36,"Low","Positive",2,1
"886",446,2,2005,1,102,3,"young",32.4,0.31,32,"Low","Positive",2,-1
"887",447,1,2012,8,108,8,"old",88.4,1.35,22,"Medium","Positive",8,0
